X  [mm],Y  [mm],Z  [mm],U(95)  [mm],U(95) X  [mm],U(95) Y  [mm],U(95) Z  [mm],Tilt  [deg],Q0 ,Q1 ,Q2 ,Q3 ,Image RMS  [µm],Target,Temperature  [°C],Pressure  [mBar],Humidity  [%],Time Stamp,OTG Applied,Delete
226.446,-3879.2,256.264,0.002,0.002,0,0.001,33.1241,0.855315,-0.515149,0.038163,-0.04001,0.21,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:28:56.953,FALSE,
231.462,-3879.054,256.532,0.004,0.002,0.001,0.003,33.1516,0.85534,-0.515115,0.038132,-0.039952,0.21,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:02.973,FALSE,
236.474,-3878.858,256.69,0.005,0.005,0.001,0.003,33.1672,0.855291,-0.515191,0.038217,-0.039941,0.28,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:08.993,FALSE,
241.531,-3878.631,256.867,0.004,0.003,0,0.003,33.1978,0.855301,-0.515164,0.038324,-0.03996,0.3,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:15.073,FALSE,
246.601,-3878.358,256.98,0.004,0.003,0,0.003,33.2284,0.855316,-0.51513,0.038342,-0.040064,0.2,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:21.393,FALSE,
251.619,-3878.04,257.045,0.006,0.005,0,0.003,33.2556,0.855325,-0.515111,0.038506,-0.039959,0.27,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:27.673,FALSE,
256.632,-3877.673,257.06,0.004,0.003,0,0.003,33.2793,0.855314,-0.515119,0.038487,-0.040104,0.18,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:34.514,FALSE,
261.674,-3877.265,257.04,0.004,0.003,0,0.003,33.3077,0.855324,-0.515094,0.038557,-0.040159,0.17,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:40.314,FALSE,
266.686,-3876.813,256.975,0.006,0.003,0.001,0.005,33.3366,0.855346,-0.515051,0.038597,-0.0402,0.25,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:46.553,FALSE,
271.698,-3876.312,256.888,0.004,0.003,0,0.002,33.3717,0.855413,-0.514942,0.038598,-0.040175,0.23,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:52.613,FALSE,
276.672,-3875.753,256.732,0.008,0.008,0.001,0.002,33.3958,0.855445,-0.514898,0.038611,-0.04005,0.34,TMC 30-B #5320,23.7,1013,48,'08.11.2022 16:29:58.633,FALSE,
