X  [mm],Y  [mm],Z  [mm],U(95)  [mm],U(95) X  [mm],U(95) Y  [mm],U(95) Z  [mm],Tilt  [deg],Q0 ,Q1 ,Q2 ,Q3 ,Image RMS  [µm],Target,Temperature  [°C],Pressure  [mBar],Humidity  [%],Time Stamp,OTG Applied,Delete
-316.206,-3350.48,-389.666,0.004,0.003,0,0.003,6.6255,0.06559,-0.062644,0.643268,0.76025,0.2,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:04:29.272,FALSE,
-301.173,-3358.283,-389.638,0.003,0.002,0,0.001,6.3877,0.065564,-0.062548,0.643284,0.760247,0.14,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:04:35.232,FALSE,
-285.973,-3365.7,-389.549,0.003,0.002,0,0.001,6.1567,0.065537,-0.062471,0.643256,0.760279,0.16,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:04:41.412,FALSE,
-270.604,-3372.837,-389.522,0.002,0.001,0,0.001,5.9276,0.065558,-0.06249,0.643261,0.760272,0.2,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:04:47.112,FALSE,
-255.152,-3379.644,-389.461,0.005,0.005,0.001,0.002,5.7077,0.065497,-0.062504,0.643255,0.76028,0.21,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:04:53.352,FALSE,
-239.503,-3386.086,-389.407,0.005,0.003,0.001,0.003,5.4843,0.065464,-0.062491,0.643267,0.760275,0.18,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:04:59.012,FALSE,
-223.758,-3392.203,-389.361,0.003,0.002,0.001,0.002,5.2632,0.065481,-0.062509,0.64328,0.760261,0.21,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:05:04.852,FALSE,
-207.856,-3397.961,-389.305,0.004,0.003,0.001,0.003,5.0393,0.065522,-0.062485,0.643313,0.760231,0.29,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:05:10.712,FALSE,
-191.864,-3403.357,-389.198,0.007,0.003,0.001,0.006,4.8415,0.065491,-0.062494,0.643204,0.760325,0.21,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:05:16.572,FALSE,
-175.78,-3408.455,-389.19,0.004,0.003,0.001,0.002,4.6425,0.06541,-0.06251,0.643187,0.760345,0.22,TMC 30-B #5320,22.2,1014,54,'16.11.2022 21:05:22.572,FALSE,
-159.551,-3413.193,-389.179,0.003,0.003,0.001,0.002,4.4374,0.065404,-0.06244,0.643193,0.760346,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:05:28.232,FALSE,
-143.159,-3417.561,-389.139,0.005,0.004,0.001,0.001,4.237,0.065425,-0.06235,0.6432,0.760346,0.15,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:05:34.072,FALSE,
-126.793,-3421.587,-389.093,0.009,0.007,0.001,0.005,4.0556,0.065457,-0.062373,0.643177,0.760361,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:05:40.132,FALSE,
-110.3,-3425.248,-389.025,0.007,0.007,0,0.003,3.8874,0.065546,-0.062433,0.643119,0.760397,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:05:45.832,FALSE,
-93.765,-3428.561,-388.994,0.005,0.003,0.001,0.004,3.7274,0.065552,-0.062455,0.643108,0.760404,0.13,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:05:51.712,FALSE,
-77.096,-3431.51,-388.968,0.005,0.004,0.001,0.003,3.5732,0.065524,-0.062326,0.643118,0.760409,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:05:57.632,FALSE,
-60.413,-3434.071,-388.938,0.006,0.005,0.001,0.004,3.4399,0.065502,-0.062282,0.643113,0.760419,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:03.572,FALSE,
-43.704,-3436.267,-388.916,0.004,0.002,0,0.004,3.3279,0.065445,-0.062317,0.6431,0.760432,0.15,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:09.532,FALSE,
-26.939,-3438.136,-388.915,0.002,0.002,0.001,0.001,3.2272,0.065464,-0.062337,0.643116,0.760414,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:15.512,FALSE,
-10.094,-3439.633,-388.92,0.004,0.003,0.001,0.004,3.1448,0.065453,-0.062273,0.643147,0.760395,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:21.372,FALSE,
6.741,-3440.762,-388.916,0.003,0.002,0.001,0.001,3.0921,0.0654,-0.06224,0.64314,0.760408,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:27.592,FALSE,
23.592,-3441.533,-388.917,0.003,0.002,0,0.002,3.0561,0.06537,-0.06227,0.643175,0.760378,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:33.312,FALSE,
40.495,-3441.932,-388.895,0.005,0.003,0.001,0.004,3.0514,0.065406,-0.06222,0.643171,0.760382,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:39.252,FALSE,
57.369,-3441.964,-388.874,0.006,0.005,0,0.002,3.0735,0.065436,-0.062202,0.643157,0.760393,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:45.232,FALSE,
74.206,-3441.632,-388.854,0.005,0.004,0,0.002,3.1169,0.06541,-0.062318,0.643133,0.760407,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:51.232,FALSE,
91.046,-3440.939,-388.845,0.003,0.002,0,0.002,3.1861,0.065409,-0.062315,0.64311,0.760426,0.24,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:06:57.192,FALSE,
107.973,-3439.896,-388.832,0.004,0.003,0.001,0.002,3.2847,0.065455,-0.062212,0.643078,0.760458,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:03.172,FALSE,
124.754,-3438.468,-388.819,0.003,0.003,0,0.001,3.3941,0.065367,-0.062211,0.64305,0.760489,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:09.112,FALSE,
141.505,-3436.688,-388.838,0.005,0.005,0.001,0.002,3.5183,0.06529,-0.062232,0.643029,0.760512,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:15.072,FALSE,
158.298,-3434.529,-388.835,0.004,0.003,0,0.002,3.6686,0.065274,-0.062101,0.643021,0.76053,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:21.012,FALSE,
175.015,-3432.015,-388.835,0.004,0.003,0,0.002,3.8315,0.065312,-0.062033,0.643021,0.760533,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:27.312,FALSE,
191.614,-3429.132,-388.821,0.007,0.006,0.001,0.004,3.9962,0.065276,-0.062153,0.642974,0.760566,0.3,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:33.172,FALSE,
208.178,-3425.892,-388.815,0.006,0.004,0.001,0.005,4.1805,0.065361,-0.062197,0.64294,0.760584,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:38.832,FALSE,
224.735,-3422.323,-388.827,0.004,0.004,0,0.003,4.3792,0.065476,-0.062165,0.642933,0.760582,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:44.752,FALSE,
241.14,-3418.397,-388.848,0.004,0.002,0.001,0.004,4.5786,0.065431,-0.062106,0.642929,0.760595,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:50.632,FALSE,
257.452,-3414.092,-388.861,0.007,0.005,0.001,0.004,4.7786,0.065361,-0.06209,0.642946,0.760588,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:07:56.512,FALSE,
273.684,-3409.415,-388.862,0.003,0.002,0.001,0.002,4.9891,0.065342,-0.062074,0.642947,0.76059,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:02.392,FALSE,
289.869,-3404.419,-388.9,0.002,0.001,0,0.002,5.2089,0.065329,-0.061987,0.642976,0.760573,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:08.232,FALSE,
305.943,-3399.084,-388.96,0.003,0.002,0,0.002,5.4326,0.065347,-0.061929,0.643012,0.760546,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:14.052,FALSE,
321.821,-3393.377,-389.018,0.004,0.004,0,0.002,5.6459,0.065289,-0.061978,0.643046,0.760518,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:19.892,FALSE,
337.579,-3387.32,-389.028,0.004,0.004,0.001,0.002,5.869,0.06527,-0.062014,0.64304,0.760522,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:25.672,FALSE,
353.249,-3380.92,-389.006,0.004,0.003,0.001,0.002,6.1018,0.065314,-0.062042,0.64301,0.760541,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:31.572,FALSE,
368.772,-3374.227,-389.076,0.006,0.005,0.001,0.003,6.3354,0.065321,-0.062017,0.643017,0.760537,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:37.592,FALSE,
384.161,-3367.196,-389.124,0.004,0.003,0,0.003,6.5744,0.065334,-0.061977,0.642998,0.760555,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:43.232,FALSE,
399.4,-3359.826,-389.142,0.006,0.004,0.001,0.004,6.8102,0.065306,-0.06199,0.642932,0.760612,0.28,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:49.312,FALSE,
414.455,-3352.114,-389.183,0.007,0.006,0.001,0.005,7.046,0.065166,-0.06188,0.642929,0.760636,0.27,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:08:55.272,FALSE,
429.342,-3344.095,-389.247,0.004,0.003,0.001,0.002,7.2836,0.065193,-0.061893,0.64292,0.76064,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:00.932,FALSE,
444.082,-3335.712,-389.243,0.004,0.003,0.001,0.002,7.5295,0.065318,-0.061934,0.642853,0.760683,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:06.852,FALSE,
458.602,-3327.073,-389.316,0.002,0.001,0,0.002,7.7685,0.0653,-0.061881,0.642883,0.760663,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:13.112,FALSE,
472.971,-3318.083,-389.395,0.004,0.004,0.001,0.002,8.0081,0.065249,-0.0618,0.642921,0.760641,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:18.972,FALSE,
467.99,-3318.246,-377.183,0.007,0.005,0.001,0.005,8.0078,0.065255,-0.061796,0.642972,0.760598,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:24.852,FALSE,
453.825,-3327.2,-377.121,0.004,0.002,0.001,0.003,7.7697,0.065068,-0.061741,0.642935,0.76065,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:30.832,FALSE,
439.488,-3335.858,-377.047,0.004,0.003,0.001,0.002,7.5355,0.064997,-0.061723,0.642932,0.76066,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:36.852,FALSE,
424.952,-3344.223,-376.998,0.002,0.002,0.001,0.001,7.3013,0.065033,-0.061778,0.642952,0.760635,0.3,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:42.712,FALSE,
410.252,-3352.253,-376.974,0.004,0.001,0.001,0.003,7.074,0.065066,-0.061766,0.642957,0.760629,0.14,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:48.612,FALSE,
395.391,-3359.946,-376.914,0.003,0.002,0.002,0.002,6.8438,0.06516,-0.061852,0.642962,0.76061,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:09:54.552,FALSE,
380.346,-3367.304,-376.864,0.002,0.001,0.001,0.001,6.6149,0.065217,-0.061907,0.642962,0.760601,0.25,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:00.412,FALSE,
365.155,-3374.311,-376.829,0.004,0.003,0.001,0.002,6.3811,0.065266,-0.061999,0.643009,0.76055,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:06.272,FALSE,
349.784,-3381.014,-376.84,0.004,0.003,0.001,0.002,6.1451,0.065209,-0.062044,0.643058,0.76051,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:12.072,FALSE,
334.327,-3387.389,-376.794,0.002,0.001,0.001,0.001,5.9241,0.065197,-0.062022,0.64306,0.76051,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:17.972,FALSE,
318.795,-3393.452,-376.763,0.001,0.001,0.001,0.001,5.7151,0.065206,-0.061906,0.643067,0.760513,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:23.712,FALSE,
303.131,-3399.142,-376.729,0.006,0.004,0.001,0.004,5.509,0.065238,-0.061814,0.643069,0.760517,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:29.712,FALSE,
287.265,-3404.476,-376.708,0.002,0.001,0.001,0.001,5.291,0.065212,-0.061891,0.643041,0.760536,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:35.372,FALSE,
271.271,-3409.475,-376.718,0.004,0.001,0,0.003,5.0753,0.065199,-0.061974,0.643043,0.760529,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:41.252,FALSE,
255.293,-3414.142,-376.697,0.003,0.002,0.001,0.002,4.8826,0.065214,-0.0619,0.643022,0.760552,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:47.052,FALSE,
239.173,-3418.416,-376.656,0.006,0.004,0.001,0.003,4.689,0.065226,-0.061912,0.643001,0.760567,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:52.932,FALSE,
222.965,-3422.322,-376.585,0.006,0.003,0.001,0.005,4.5013,0.065191,-0.061937,0.642967,0.760597,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:10:59.372,FALSE,
206.602,-3425.907,-376.579,0.005,0.005,0.001,0.002,4.3105,0.06508,-0.062,0.642972,0.760597,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:04.752,FALSE,
190.276,-3429.147,-376.586,0.004,0.003,0.001,0.001,4.139,0.065042,-0.061949,0.643004,0.760577,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:10.652,FALSE,
173.896,-3432.01,-376.586,0.004,0.004,0.001,0.002,3.9865,0.065157,-0.061907,0.643015,0.760562,0.24,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:16.632,FALSE,
157.375,-3434.518,-376.594,0.006,0.004,0.001,0.004,3.8309,0.065169,-0.062009,0.643034,0.760536,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:22.492,FALSE,
140.807,-3436.669,-376.605,0.005,0.003,0.001,0.004,3.6918,0.065196,-0.062085,0.643051,0.760513,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:28.452,FALSE,
124.277,-3438.45,-376.594,0.005,0.003,0,0.004,3.5756,0.065272,-0.062097,0.643058,0.7605,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:34.392,FALSE,
107.673,-3439.864,-376.595,0.007,0.006,0.001,0.004,3.473,0.065358,-0.062155,0.643069,0.760478,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:40.652,FALSE,
90.95,-3440.908,-376.598,0.004,0.002,0,0.004,3.3819,0.06534,-0.062325,0.643082,0.760455,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:46.352,FALSE,
74.314,-3441.605,-376.602,0.002,0.001,0,0.001,3.3202,0.065331,-0.062305,0.643093,0.760448,0.13,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:52.312,FALSE,
57.706,-3441.935,-376.604,0.005,0.005,0,0.001,3.2806,0.065354,-0.062186,0.643117,0.760436,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:11:58.272,FALSE,
41.062,-3441.893,-376.618,0.004,0.003,0.001,0.003,3.2604,0.065345,-0.062191,0.643129,0.760426,0.12,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:04.292,FALSE,
24.354,-3441.481,-376.625,0.003,0.002,0,0.001,3.2659,0.065314,-0.062221,0.643121,0.760433,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:10.372,FALSE,
7.76,-3440.697,-376.628,0.005,0.003,0.001,0.004,3.2932,0.065284,-0.062114,0.643125,0.760441,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:16.152,FALSE,
-8.878,-3439.549,-376.626,0.002,0.002,0,0.001,3.3441,0.065326,-0.062145,0.643108,0.760449,0.25,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:22.692,FALSE,
-25.551,-3438.062,-376.648,0.005,0.003,0,0.003,3.4156,0.065285,-0.062241,0.64311,0.760443,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:28.092,FALSE,
-42.113,-3436.177,-376.643,0.003,0.002,0,0.002,3.5095,0.065317,-0.06227,0.643082,0.760461,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:34.012,FALSE,
-58.593,-3433.948,-376.689,0.005,0.003,0,0.004,3.6098,0.065362,-0.062193,0.643107,0.760443,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:40.252,FALSE,
-75.051,-3431.388,-376.773,0.004,0.001,0,0.003,3.7268,0.065324,-0.062173,0.643153,0.760409,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:45.872,FALSE,
-91.503,-3428.444,-376.803,0.005,0.003,0,0.003,3.8699,0.065245,-0.062247,0.643165,0.760399,0.15,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:51.772,FALSE,
-107.847,-3425.114,-376.841,0.008,0.005,0.001,0.006,4.0185,0.065232,-0.062223,0.643189,0.760382,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:12:57.652,FALSE,
-124.126,-3421.428,-376.834,0.004,0.003,0,0.002,4.1825,0.065254,-0.062224,0.643182,0.760386,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:03.532,FALSE,
-140.328,-3417.406,-376.87,0.004,0.004,0,0.002,4.357,0.065324,-0.062307,0.643179,0.760376,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:09.432,FALSE,
-156.472,-3413.023,-376.898,0.004,0.003,0,0.003,4.5429,0.065312,-0.062365,0.643185,0.760367,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:16.672,FALSE,
-172.53,-3408.295,-376.935,0.005,0.005,0,0.002,4.7388,0.065333,-0.062464,0.643178,0.760363,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:21.092,FALSE,
-188.411,-3403.186,-376.984,0.003,0.002,0.001,0.002,4.9297,0.06543,-0.062509,0.643202,0.760331,0.13,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:26.892,FALSE,
-204.194,-3397.757,-377.025,0.004,0.003,0.001,0.003,5.1241,0.06546,-0.062447,0.643226,0.760313,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:32.752,FALSE,
-219.894,-3392.004,-377.075,0.004,0.003,0,0.003,5.3346,0.065387,-0.062444,0.643238,0.76031,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:38.592,FALSE,
-235.441,-3385.872,-377.107,0.006,0.004,0.001,0.004,5.5464,0.06538,-0.06243,0.643228,0.76032,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:44.492,FALSE,
-250.89,-3379.428,-377.167,0.003,0.002,0,0.003,5.7592,0.065327,-0.06236,0.643239,0.76032,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:50.392,FALSE,
-266.175,-3372.619,-377.224,0.005,0.005,0.001,0.002,5.9719,0.065399,-0.062387,0.643264,0.760291,0.32,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:13:56.312,FALSE,
-281.327,-3365.451,-377.274,0.004,0.003,0,0.001,6.191,0.065435,-0.062395,0.643257,0.760293,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:02.232,FALSE,
-296.327,-3358.01,-377.368,0.005,0.004,0.001,0.003,6.4134,0.065371,-0.062372,0.643282,0.76028,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:08.192,FALSE,
-311.199,-3350.23,-377.427,0.005,0.004,0.001,0.003,6.6477,0.065299,-0.06244,0.643277,0.760284,0.14,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:14.512,FALSE,
-306.224,-3349.992,-365.243,0.004,0.003,0,0.003,6.6672,0.065307,-0.062408,0.643315,0.760254,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:20.312,FALSE,
-291.589,-3357.763,-365.131,0.012,0.011,0.001,0.006,6.4484,0.065592,-0.062574,0.643262,0.76026,0.24,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:26.212,FALSE,
-276.753,-3365.226,-365.035,0.006,0.005,0.001,0.003,6.2286,0.06552,-0.062506,0.643318,0.760225,0.35,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:32.692,FALSE,
-261.805,-3372.393,-365.014,0.003,0.002,0.001,0.002,6.0185,0.065534,-0.062507,0.64328,0.760256,0.14,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:38.132,FALSE,
-246.696,-3379.216,-364.965,0.004,0.004,0.001,0.001,5.8112,0.065502,-0.062525,0.643284,0.760254,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:44.032,FALSE,
-231.444,-3385.67,-364.909,0.005,0.004,0.001,0.003,5.6078,0.065442,-0.062484,0.643258,0.760284,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:50.052,FALSE,
-216.063,-3391.794,-364.872,0.003,0.002,0.001,0.002,5.4013,0.065472,-0.062439,0.643247,0.760294,0.28,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:14:55.792,FALSE,
-200.572,-3397.536,-364.754,0.001,0.001,0,0,5.2046,0.065533,-0.06245,0.643211,0.760319,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:01.852,FALSE,
-185.007,-3403.007,-364.714,0.003,0.002,0.001,0.002,5.023,0.065457,-0.062524,0.643186,0.760341,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:07.492,FALSE,
-169.33,-3408.112,-364.69,0.003,0.002,0.001,0.002,4.8435,0.065388,-0.062547,0.643161,0.760366,0.28,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:13.612,FALSE,
-153.448,-3412.856,-364.69,0.003,0.002,0,0.002,4.6497,0.065419,-0.062438,0.643201,0.760338,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:19.132,FALSE,
-137.514,-3417.231,-364.662,0.002,0.002,0.001,0.001,4.4756,0.065399,-0.062371,0.643191,0.760354,0.17,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:24.992,FALSE,
-121.537,-3421.286,-364.646,0.004,0.004,0.001,0.001,4.3084,0.065418,-0.062359,0.643207,0.76034,0.14,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:31.172,FALSE,
-105.474,-3424.965,-364.575,0.003,0.003,0,0.002,4.1587,0.065516,-0.062466,0.643179,0.760346,0.16,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:36.732,FALSE,
-89.322,-3428.293,-364.559,0.004,0.003,0.001,0.002,4.0173,0.065504,-0.062446,0.643169,0.760358,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:42.612,FALSE,
-73.075,-3431.227,-364.495,0.004,0.002,0.001,0.004,3.887,0.065546,-0.062349,0.643146,0.760381,0.14,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:48.512,FALSE,
-56.816,-3433.806,-364.46,0.002,0.001,0,0.001,3.7758,0.065466,-0.062285,0.64313,0.760406,0.21,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:15:54.412,FALSE,
-40.538,-3436.058,-364.431,0.004,0.003,0.001,0.002,3.681,0.065458,-0.062352,0.643114,0.760416,0.14,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:00.352,FALSE,
-24.182,-3437.941,-364.409,0.002,0.001,0.001,0.001,3.6012,0.065441,-0.062342,0.6431,0.76043,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:06.252,FALSE,
-7.744,-3439.449,-364.407,0.003,0.002,0.001,0.002,3.5322,0.065481,-0.062267,0.643124,0.760412,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:12.192,FALSE,
8.656,-3440.608,-364.42,0.004,0.002,0,0.003,3.484,0.065412,-0.062237,0.643157,0.760393,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:18.212,FALSE,
25.072,-3441.405,-364.415,0.005,0.004,0,0.003,3.4605,0.065388,-0.062264,0.643152,0.760396,0.24,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:24.112,FALSE,
41.56,-3441.811,-364.384,0.003,0.002,0,0.002,3.4616,0.065395,-0.06222,0.643128,0.76042,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:30.072,FALSE,
58.013,-3441.856,-364.37,0.007,0.006,0,0.003,3.4833,0.065414,-0.062212,0.643103,0.76044,0.24,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:36.032,FALSE,
74.414,-3441.542,-364.339,0.004,0.003,0,0.002,3.5211,0.065405,-0.062323,0.643084,0.760448,0.22,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:42.092,FALSE,
90.826,-3440.868,-364.317,0.004,0.002,0,0.004,3.5812,0.065394,-0.062339,0.643057,0.76047,0.12,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:47.952,FALSE,
107.336,-3439.848,-364.307,0.002,0.001,0,0.001,3.6684,0.065437,-0.062228,0.643017,0.760509,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:53.932,FALSE,
123.697,-3438.441,-364.308,0.005,0.004,0,0.003,3.7623,0.065354,-0.062205,0.643006,0.760528,0.2,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:16:59.872,FALSE,
140.015,-3436.679,-364.331,0.002,0.001,0,0.002,3.8688,0.065301,-0.062207,0.643011,0.760528,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:05.812,FALSE,
156.378,-3434.538,-364.334,0.006,0.003,0.001,0.004,4.0005,0.065312,-0.062138,0.642989,0.760551,0.25,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:11.892,FALSE,
172.692,-3432.039,-364.32,0.003,0.002,0,0.001,4.146,0.065349,-0.062043,0.642993,0.760553,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:17.692,FALSE,
188.865,-3429.172,-364.303,0.004,0.003,0,0.002,4.293,0.065326,-0.062145,0.642956,0.760577,0.18,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:23.632,FALSE,
204.968,-3425.956,-364.329,0.009,0.008,0.001,0.004,4.4517,0.06534,-0.062202,0.642939,0.760586,0.23,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:29.812,FALSE,
221.131,-3422.369,-364.328,0.009,0.007,0.001,0.006,4.6327,0.065437,-0.062148,0.642925,0.760594,0.34,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:36.132,FALSE,
237.159,-3418.448,-364.343,0.003,0.002,0,0.003,4.815,0.065416,-0.062045,0.642953,0.760581,0.19,TMC 30-B #5320,22.3,1014,54,'16.11.2022 21:17:41.352,FALSE,
